Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Type S Coho,Wild Type N Coho,Hatchery Type S Coho,Hatchery Type N Coho
171,292,163,257,202,117,336,204,024,332,287,321,282,313
171,292,163,257,202,117,336,204,024,332,287,321,282,313
171,292,163,257,202,118,336,204,024,333,287,321,282,313
171,292,163,257,202,118,336,204,024,333,287,321,282,313
171,292,163,257,202,118,336,204,024,333,287,321,282,313
171,292,163,257,202,118,336,204,024,333,287,321,282,313
171,292,163,257,202,118,336,204,024,333,287,321,282,313
171,292,163,257,202,119,336,204,024,333,287,321,282,313
171,292,163,257,202,119,337,204,024,333,287,321,282,313
171,292,163,257,202,119,338,204,024,333,287,321,282,313
171,292,163,257,202,119,338,204,025,333,287,321,282,313
171,292,163,257,202,119,338,204,025,333,287,321,282,313
171,292,163,257,202,119,339,205,025,333,287,321,282,313
171,292,163,257,202,119,339,205,025,333,287,321,282,314
171,292,164,257,202,119,339,205,025,333,287,321,282,314
171,292,164,257,202,119,339,205,025,333,287,321,282,314
171,293,164,257,202,119,339,205,025,333,287,321,282,314
171,293,164,257,202,119,339,205,025,333,287,321,282,314
172,293,164,257,203,119,339,205,025,334,287,321,282,314
172,293,164,257,203,119,339,205,025,334,287,321,283,314
172,293,164,257,203,119,339,205,025,335,287,321,283,314
172,293,164,257,203,119,341,205,025,336,287,321,283,314
172,293,164,257,203,119,342,205,025,336,287,321,283,314
172,293,164,257,203,119,342,205,025,337,287,321,283,314
172,294,164,257,203,119,342,205,025,337,287,321,283,314
172,294,164,257,203,119,342,205,025,337,287,321,283,314
172,294,164,257,203,119,342,205,025,338,287,321,283,314
172,294,164,257,203,120,342,205,025,339,287,321,283,314
172,294,164,257,203,120,342,205,025,340,288,321,283,314
172,294,164,257,203,120,342,205,025,340,288,321,283,314
172,294,164,257,203,120,343,205,025,340,288,321,283,314
172,294,165,257,203,120,345,205,025,340,288,321,283,314
172,294,165,257,203,120,345,205,025,340,288,321,283,314
172,294,165,257,203,120,346,205,025,340,288,321,283,314
172,294,165,257,203,120,346,205,025,340,288,321,283,314
172,294,165,257,203,120,346,205,025,340,288,321,283,314
172,294,165,257,203,120,346,205,025,340,288,321,283,314
172,294,165,257,203,120,347,205,025,340,288,322,283,314
172,294,165,257,203,120,348,205,025,340,288,322,283,314
172,294,165,258,203,120,348,205,025,340,288,322,283,314
172,294,165,258,203,120,349,205,025,340,288,322,283,314
172,294,165,258,203,120,349,205,025,340,288,322,283,314
172,294,165,258,203,120,351,205,025,340,288,322,283,314
172,294,165,258,203,120,352,205,025,340,288,322,283,314
172,294,165,258,203,120,352,205,025,340,288,322,283,314
172,295,165,258,203,121,353,205,025,340,288,322,283,314
172,295,165,258,203,121,353,205,025,340,288,322,283,314
172,295,165,258,203,121,353,205,025,340,288,322,283,314
172,295,165,258,203,121,354,205,025,341,288,322,283,314
173,295,165,258,203,121,355,205,025,342,288,322,283,314
173,295,165,258,204,121,356,205,025,342,288,322,283,314
173,295,165,258,204,121,356,205,025,344,288,322,283,314
173,295,165,258,204,121,356,206,025,344,288,322,283,314
173,295,165,258,204,121,356,206,025,344,288,322,283,314
173,295,165,258,204,121,356,206,025,344,288,322,283,314
173,296,165,258,204,121,356,206,025,344,288,322,283,314
173,296,165,258,204,121,356,206,026,344,288,322,283,314
173,296,165,258,204,121,357,206,026,344,288,322,283,314
173,296,165,258,204,121,358,206,026,344,288,322,283,314
173,296,165,258,204,121,358,206,026,344,288,322,283,314
173,296,165,258,204,121,359,206,026,344,288,322,283,314
173,296,165,258,204,121,361,206,026,345,288,322,283,314
173,296,165,258,204,121,361,206,026,346,288,323,283,314
173,296,166,258,204,121,362,206,026,347,288,323,283,314
173,296,166,258,205,121,363,206,026,347,288,323,283,314
173,296,166,258,205,121,364,206,026,347,288,323,283,314
173,296,166,258,205,121,364,206,026,347,288,323,283,314
173,296,166,258,205,121,364,206,026,347,288,323,283,314
174,296,166,258,205,122,364,206,026,347,288,323,283,314
174,296,166,258,205,122,364,206,026,347,288,323,283,314
174,296,166,258,205,122,364,207,026,347,288,323,283,314
174,296,166,258,205,122,364,207,026,347,288,323,283,314
174,296,166,258,205,122,364,207,026,348,288,323,283,314
174,296,166,258,205,122,364,207,026,348,288,323,283,314
174,296,166,258,205,122,364,207,026,348,288,323,283,314
174,296,166,258,205,122,364,207,026,348,288,323,284,314
174,296,166,258,205,122,364,207,026,348,288,323,284,314
174,296,166,258,205,122,364,207,026,348,288,323,284,314
174,296,166,258,205,122,364,207,026,349,288,323,284,314
174,296,166,258,205,122,364,207,026,349,288,323,284,314
174,296,166,258,205,122,364,207,026,349,288,323,284,314
174,297,166,258,205,122,364,207,026,349,288,323,284,314
174,297,166,258,205,122,364,207,026,350,289,323,284,314
174,297,166,258,205,123,364,207,026,350,289,323,284,314
174,297,166,258,205,123,364,207,026,350,289,323,284,314
174,297,166,258,205,123,364,207,027,351,289,323,284,315
174,297,166,258,205,123,364,207,027,351,289,323,284,315
174,297,167,258,205,123,364,207,027,351,289,323,284,315
175,297,167,258,205,123,364,207,027,351,289,323,284,315
175,297,167,258,205,123,364,207,027,351,289,323,284,315
175,297,167,258,205,123,364,207,027,351,289,323,284,315
175,297,167,258,205,123,364,207,027,351,289,323,284,315
175,297,167,258,205,124,364,207,027,351,289,324,284,315
175,297,167,258,205,124,364,207,027,351,289,324,284,315
175,297,167,258,205,124,364,208,027,351,289,324,284,315
175,298,167,258,205,124,364,208,027,351,289,324,284,315
175,298,167,258,205,124,364,208,027,352,289,324,284,315
175,298,167,258,205,124,364,208,027,353,289,324,284,315
175,298,167,259,206,124,364,208,027,353,289,324,284,315
175,298,167,259,206,124,364,208,028,353,289,324,284,315
175,298,167,259,206,124,364,208,028,353,289,324,284,315
175,298,167,259,206,124,364,208,028,353,289,324,284,316
175,298,167,259,206,124,364,208,028,353,289,324,284,316
175,299,167,259,206,124,364,208,028,354,289,324,284,316
175,299,167,259,206,124,364,208,028,354,289,324,284,316
175,299,167,259,206,124,364,208,028,354,289,324,284,316
175,299,167,259,206,124,,208,028,354,289,324,284,316
175,299,167,259,206,124,,208,028,354,289,324,284,316
175,300,168,259,207,124,,208,028,354,289,324,284,316
175,300,168,259,207,124,,208,028,354,289,324,284,316
175,300,168,259,207,125,,208,028,354,289,324,284,316
175,300,168,259,207,125,,208,028,354,289,324,284,316
175,300,168,259,207,125,,208,028,354,289,324,284,316
175,300,168,259,207,125,,208,029,354,289,324,285,316
175,300,168,259,207,126,,208,029,354,289,324,285,316
175,300,168,259,207,126,,208,029,354,289,324,285,316
175,300,168,259,207,126,,208,029,354,289,324,285,316
175,301,168,259,207,126,,208,030,354,289,324,285,316
175,301,168,259,207,126,,208,030,354,289,324,285,316
175,301,168,259,207,126,,208,030,354,289,324,285,316
175,301,168,259,207,126,,208,030,354,289,324,285,316
175,301,168,259,207,126,,208,030,354,289,324,285,316
175,301,168,259,207,126,,208,030,355,289,324,285,316
175,301,168,259,207,126,,208,030,355,289,324,285,316
175,301,168,259,207,126,,208,030,355,289,324,285,316
175,301,168,259,207,126,,208,030,355,289,324,285,316
175,301,168,259,207,126,,208,030,355,289,324,285,316
175,302,168,259,207,126,,208,030,355,289,324,285,317
176,302,168,259,208,126,,208,030,355,289,324,285,317
176,302,168,259,208,127,,208,030,355,289,324,285,317
176,302,168,259,208,127,,208,030,355,289,324,285,317
176,302,168,259,208,127,,208,030,356,289,324,285,317
176,302,168,259,208,127,,208,030,356,289,324,285,317
176,303,168,259,208,127,,208,030,356,289,324,285,317
176,303,168,259,208,127,,208,030,356,289,324,285,317
176,303,169,259,208,127,,208,030,356,289,324,285,317
176,303,169,259,208,127,,208,030,356,289,324,285,317
176,303,169,259,208,127,,208,030,356,289,324,285,317
176,303,169,259,208,127,,209,030,356,289,324,285,317
176,303,169,259,208,127,,209,030,356,289,324,285,317
176,303,169,259,208,127,,209,030,356,289,324,285,317
176,303,169,259,208,127,,209,030,356,289,324,285,317
176,303,169,259,208,128,,209,030,356,289,324,285,317
176,303,169,259,208,128,,209,031,356,289,324,285,317
176,303,169,259,208,128,,209,031,356,289,324,285,317
176,303,169,259,208,128,,209,031,357,289,324,285,317
176,303,169,259,208,128,,209,031,357,289,324,285,317
176,303,169,259,208,128,,209,031,357,289,324,285,317
176,304,169,259,208,128,,209,031,358,289,324,285,317
176,304,169,259,208,128,,209,031,358,289,324,285,317
176,305,169,259,208,128,,209,031,358,289,324,285,317
176,305,169,259,208,128,,209,031,358,289,324,285,317
176,305,170,259,208,128,,209,031,358,289,324,285,317
176,306,170,259,209,128,,209,031,358,289,324,285,317
176,307,170,259,209,129,,209,032,358,289,324,285,317
177,308,170,259,209,129,,209,032,358,289,324,285,317
177,308,170,259,209,129,,209,032,358,289,324,285,317
177,308,170,259,209,129,,209,032,358,289,324,285,317
177,309,170,260,209,129,,209,032,358,289,324,285,317
177,309,170,260,209,129,,209,032,359,289,324,285,317
177,309,170,260,209,129,,209,032,360,289,324,285,317
177,309,170,260,209,129,,209,032,360,289,324,285,317
177,309,170,260,209,129,,209,032,361,289,324,285,317
177,309,170,260,209,129,,210,032,361,289,325,285,317
177,309,170,260,209,129,,210,032,361,289,325,285,317
177,309,170,260,209,129,,210,032,361,289,325,285,317
177,309,170,260,209,129,,210,032,361,289,325,285,317
177,309,170,260,209,129,,210,032,362,289,325,285,317
177,309,170,260,209,129,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,209,130,,210,032,362,289,325,285,317
177,309,170,260,210,130,,210,032,362,289,325,285,317
177,309,170,260,210,130,,210,032,362,289,325,285,317
178,309,170,260,210,131,,210,032,362,289,325,285,317
178,309,170,260,210,131,,210,032,362,289,325,285,317
178,309,170,260,210,131,,210,032,362,289,325,285,317
178,309,170,260,210,131,,210,032,362,289,325,285,317
178,310,170,260,210,131,,210,032,362,289,325,285,317
178,310,170,260,210,131,,210,033,362,289,325,285,317
178,310,170,260,210,131,,210,033,362,289,325,285,317
178,310,170,260,210,131,,210,034,362,289,325,285,317
178,310,170,260,210,132,,210,034,362,289,325,285,317
178,311,170,260,210,132,,210,034,362,289,325,285,317
178,312,170,260,210,132,,211,034,362,290,325,285,317
178,312,170,260,210,132,,211,034,362,290,325,285,317
178,312,170,260,210,133,,211,034,362,290,325,286,317
178,312,170,260,210,133,,211,034,362,290,325,286,317
178,313,170,260,210,133,,211,034,362,290,325,286,317
178,313,170,260,210,133,,211,034,362,290,325,286,317
178,317,170,260,210,133,,211,034,363,290,325,286,317
178,317,171,260,210,133,,211,034,363,290,325,286,317
178,318,171,260,210,133,,211,035,363,290,326,286,317
178,319,171,260,210,133,,211,035,363,290,326,286,317
179,319,171,260,210,133,,211,035,363,290,326,286,318
179,319,171,260,211,133,,211,035,363,290,326,286,318
179,319,171,260,211,133,,211,035,363,290,326,286,318
179,320,171,260,211,133,,211,035,363,290,326,286,318
179,320,171,260,211,133,,211,035,364,290,326,286,318
179,322,171,261,211,133,,211,035,364,290,326,286,318
179,324,171,261,211,134,,211,035,364,290,326,286,318
179,324,171,261,211,134,,211,035,364,290,326,286,318
179,324,171,261,211,134,,211,035,364,290,326,286,318
179,324,171,261,211,134,,211,036,365,290,326,286,318
179,341,171,261,211,134,,211,036,365,290,326,286,318
179,,171,261,211,134,,211,036,365,290,326,286,318
179,,171,261,211,135,,211,036,365,290,326,286,318
179,,171,261,211,135,,211,036,,290,326,286,318
179,,171,261,211,135,,211,036,,290,326,286,318
179,,172,261,211,135,,211,036,,290,326,286,318
179,,172,261,211,135,,211,036,,290,326,286,318
179,,172,261,211,135,,212,036,,290,326,286,318
179,,172,261,211,135,,212,036,,290,326,286,318
180,,172,261,211,136,,212,036,,290,326,286,318
180,,172,261,212,136,,212,036,,290,326,286,318
180,,172,261,212,136,,212,036,,290,326,286,318
180,,172,261,212,136,,212,036,,290,326,286,318
180,,172,261,212,136,,212,036,,290,326,286,318
180,,172,261,212,136,,212,037,,290,326,286,318
180,,172,261,212,136,,212,037,,290,326,286,318
180,,172,261,212,136,,212,037,,291,326,286,318
180,,172,261,212,136,,212,037,,291,326,286,318
180,,172,261,212,136,,212,037,,291,326,286,318
180,,172,261,212,136,,212,037,,291,326,286,318
180,,172,261,212,136,,212,038,,291,326,286,318
180,,172,261,212,136,,212,038,,291,326,286,318
180,,172,261,212,136,,212,038,,291,326,286,318
181,,172,261,212,136,,212,038,,291,326,286,318
181,,172,261,212,137,,212,038,,291,326,286,318
181,,172,261,212,137,,212,038,,291,327,286,318
181,,172,261,212,137,,212,038,,291,327,286,318
181,,172,261,212,137,,212,038,,291,327,286,318
181,,172,261,212,138,,212,038,,292,327,286,318
181,,172,261,212,138,,212,038,,292,327,286,318
181,,172,261,212,138,,212,038,,292,327,286,318
181,,172,261,212,138,,212,038,,292,327,286,318
181,,172,261,213,138,,212,038,,292,327,286,318
181,,172,261,213,138,,212,038,,292,327,286,318
181,,172,261,213,138,,212,038,,292,327,286,318
181,,172,261,213,139,,212,038,,292,327,286,318
181,,172,261,213,139,,212,038,,292,327,286,318
181,,172,261,213,139,,212,038,,292,327,286,318
181,,172,261,213,140,,212,038,,292,327,286,318
181,,172,261,213,140,,212,038,,292,327,286,318
181,,173,261,213,140,,212,038,,292,327,286,318
181,,173,261,213,140,,212,038,,292,327,286,318
181,,173,261,213,140,,212,038,,292,327,286,318
181,,173,261,213,140,,213,039,,292,327,286,318
181,,173,261,213,140,,213,039,,292,328,286,318
181,,173,261,213,140,,213,039,,292,328,286,318
181,,173,261,213,140,,213,039,,292,328,286,318
181,,173,262,213,140,,213,039,,292,328,286,318
182,,173,262,213,140,,213,039,,292,328,286,318
182,,173,262,214,140,,213,039,,292,328,286,318
182,,173,262,214,140,,213,039,,292,328,286,318
182,,173,262,214,140,,213,039,,292,328,287,318
182,,173,262,214,140,,213,039,,292,328,287,318
182,,173,262,214,140,,213,039,,292,328,287,318
182,,173,262,214,140,,213,039,,292,328,287,318
182,,173,262,214,140,,213,039,,292,328,287,318
182,,173,262,214,140,,213,040,,292,328,287,319
182,,173,262,214,140,,213,040,,292,328,287,319
182,,173,262,214,140,,213,040,,292,328,287,319
182,,173,262,214,140,,213,040,,292,328,287,319
182,,173,262,214,140,,213,040,,292,329,287,319
182,,173,262,214,140,,213,040,,292,329,287,319
182,,173,262,214,140,,213,040,,292,329,287,319
182,,174,262,214,140,,213,041,,292,329,287,319
182,,174,262,214,140,,213,041,,292,329,287,319
182,,174,262,214,140,,214,041,,292,329,287,319
182,,174,262,214,140,,214,042,,293,329,287,319
182,,174,262,214,141,,214,042,,293,329,287,319
182,,174,262,214,141,,214,042,,293,329,287,319
182,,174,262,215,141,,214,042,,293,329,287,319
182,,174,262,215,141,,214,042,,293,329,287,319
182,,174,262,215,142,,214,042,,293,329,287,319
182,,174,262,215,142,,214,042,,293,329,287,319
182,,174,262,215,142,,214,042,,293,329,287,319
182,,174,262,215,143,,214,042,,293,329,287,319
182,,174,262,215,143,,214,043,,293,329,287,319
182,,174,262,215,143,,214,043,,293,329,287,319
182,,174,262,215,143,,214,044,,293,329,287,319
182,,174,262,215,143,,214,044,,293,329,287,319
182,,175,262,215,144,,214,044,,293,329,287,319
182,,175,262,215,144,,214,045,,293,329,287,319
182,,175,263,215,144,,214,045,,293,329,287,319
182,,175,263,215,144,,214,045,,293,329,287,319
183,,175,263,215,145,,214,045,,293,330,287,319
183,,175,263,215,145,,214,045,,293,330,287,319
183,,175,263,216,146,,214,045,,293,330,287,319
183,,175,263,216,146,,214,045,,293,330,287,319
183,,175,263,216,146,,214,045,,294,330,287,319
183,,175,263,216,146,,214,045,,294,330,287,319
183,,175,263,216,146,,214,045,,294,330,287,319
183,,175,263,216,147,,214,045,,294,330,287,319
183,,175,263,216,148,,215,046,,294,330,287,319
183,,175,263,216,148,,215,046,,294,330,287,319
183,,175,263,216,148,,215,046,,294,330,287,319
183,,175,263,216,148,,215,046,,294,330,287,319
183,,175,263,216,149,,215,046,,294,330,287,319
184,,175,263,216,149,,215,046,,294,330,287,319
184,,175,263,216,149,,215,046,,294,330,287,319
184,,175,263,216,150,,215,046,,294,330,287,319
184,,175,263,216,150,,215,046,,294,330,287,319
184,,175,263,216,151,,215,046,,294,330,287,319
184,,175,263,216,151,,215,046,,294,330,287,319
184,,175,263,216,151,,215,046,,294,330,287,319
184,,175,263,216,151,,215,046,,294,330,287,319
184,,175,263,216,152,,215,047,,294,330,287,319
184,,175,263,216,152,,215,047,,294,330,287,319
184,,175,263,217,152,,215,047,,294,330,287,319
184,,175,263,217,153,,215,048,,294,330,287,319
184,,175,263,217,154,,215,048,,294,331,287,319
184,,175,263,217,154,,215,048,,294,331,287,319
184,,175,263,217,154,,215,048,,295,331,287,319
184,,175,263,217,156,,215,048,,295,331,287,319
184,,175,263,217,156,,215,048,,295,331,287,319
184,,175,263,217,156,,215,049,,295,331,287,319
184,,175,263,217,157,,215,049,,295,331,287,319
184,,176,263,217,157,,215,049,,295,331,287,319
184,,176,263,217,158,,215,050,,295,331,287,319
184,,176,263,217,158,,215,050,,295,331,287,319
184,,176,263,217,159,,215,050,,295,331,287,319
184,,176,264,217,162,,215,051,,295,331,287,319
184,,176,264,217,164,,215,051,,295,331,287,319
184,,176,264,218,168,,215,051,,295,331,287,319
184,,176,264,218,168,,216,052,,295,331,287,319
185,,176,264,218,171,,216,052,,295,331,287,319
185,,176,264,218,175,,216,052,,295,331,287,319
185,,176,264,218,175,,216,053,,295,331,287,319
186,,176,264,218,181,,216,053,,295,331,287,319
186,,176,264,218,182,,216,053,,296,331,287,319
186,,176,264,218,186,,216,055,,296,331,287,319
186,,176,264,219,317,,216,055,,296,331,287,319
186,,176,264,219,319,,216,055,,296,331,287,319
186,,176,264,219,319,,216,055,,296,331,287,319
186,,176,264,219,319,,216,056,,296,331,287,319
186,,176,264,219,325,,216,056,,296,331,287,319
186,,176,264,219,326,,216,056,,296,331,287,319
186,,176,264,219,326,,216,056,,296,331,287,319
186,,176,264,219,329,,216,058,,296,332,287,319
186,,176,264,219,330,,216,059,,296,332,287,319
186,,176,264,219,332,,216,059,,296,332,287,319
186,,176,264,219,334,,216,059,,296,332,287,319
186,,176,264,219,336,,216,059,,296,332,287,319
186,,176,264,219,339,,216,059,,296,332,287,319
186,,176,264,219,340,,216,059,,296,332,287,319
186,,176,264,219,341,,216,059,,296,332,287,319
