Wild Spring Chinook,Wild Fall Chinook,Hatchery Spring Chinook,Hatchery Fall Chinook,Wild Summer Steelhead,Wild Winter Steelhead,Wild Winter-Late Steelhead,Hatchery Summer Steelhead,Hatchery Winter Steelhead,Hatchery Winter-Late Steelhead,Wild Sockeye,Unknown Sockeye,Wild Type N Coho,Hatchery Type N Coho,Wild Chum,Wild Pink
,,207,296,,,140,264,,137,,,343,325,324,
,,207,296,,,141,264,,137,,,343,325,324,
,,207,296,,,141,264,,138,,,344,325,324,
,,207,296,,,141,264,,138,,,344,325,324,
,,207,296,,,141,265,,138,,,344,325,325,
,,207,296,,,142,265,,138,,,344,325,325,
,,207,296,,,142,265,,138,,,344,325,325,
,,207,296,,,143,265,,138,,,344,325,325,
,,207,296,,,144,266,,138,,,344,325,325,
,,207,296,,,144,266,,139,,,344,325,325,
,,207,296,,,145,266,,139,,,344,325,325,
,,207,296,,,146,266,,139,,,344,325,325,
,,207,296,,,147,266,,140,,,344,325,325,
,,208,296,,,147,267,,140,,,344,325,325,
,,208,296,,,147,267,,140,,,344,325,325,
,,208,296,,,147,267,,140,,,344,325,325,
,,208,296,,,147,267,,141,,,344,325,325,
,,208,296,,,147,267,,141,,,344,326,325,
,,208,296,,,148,268,,141,,,345,326,325,
,,208,296,,,149,268,,141,,,345,326,325,
,,209,296,,,150,268,,142,,,345,326,325,
,,209,296,,,153,268,,142,,,345,326,325,
,,209,296,,,154,268,,142,,,345,326,325,
,,209,296,,,155,268,,143,,,345,326,325,
,,209,296,,,158,268,,143,,,345,326,325,
,,209,297,,,346,269,,144,,,345,326,325,
,,209,297,,,348,269,,145,,,345,326,325,
,,209,297,,,349,269,,145,,,345,326,325,
,,209,297,,,352,269,,145,,,345,326,325,
,,209,297,,,354,269,,146,,,345,326,325,
,,209,297,,,355,269,,147,,,345,326,325,
,,210,297,,,357,269,,148,,,346,326,325,
,,210,297,,,357,269,,149,,,346,326,325,
,,210,297,,,360,269,,150,,,346,326,325,
,,210,297,,,362,269,,151,,,346,326,325,
,,210,297,,,363,269,,152,,,346,326,325,
,,210,297,,,364,270,,154,,,346,326,325,
,,210,297,,,364,270,,158,,,346,326,325,
,,210,297,,,365,270,,182,,,346,326,325,
,,210,297,,,365,270,,236,,,346,326,325,
,,210,297,,,365,270,,236,,,346,327,325,
,,210,297,,,,270,,236,,,346,327,325,
,,210,297,,,,271,,236,,,347,327,325,
,,210,297,,,,271,,236,,,347,327,325,
,,211,297,,,,271,,,,,347,327,325,
,,211,297,,,,271,,,,,347,327,325,
,,211,297,,,,271,,,,,347,327,325,
,,211,297,,,,271,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,272,,,,,347,327,325,
,,211,297,,,,273,,,,,348,328,325,
,,212,297,,,,273,,,,,348,328,325,
,,212,298,,,,273,,,,,348,328,325,
,,212,298,,,,273,,,,,348,328,325,
,,212,298,,,,273,,,,,348,328,327,
,,212,298,,,,273,,,,,348,328,327,
,,212,298,,,,273,,,,,348,328,327,
,,212,298,,,,274,,,,,348,328,327,
,,212,298,,,,274,,,,,348,328,327,
,,212,298,,,,274,,,,,348,328,327,
,,212,298,,,,274,,,,,348,328,327,
,,213,298,,,,274,,,,,348,328,327,
,,213,298,,,,274,,,,,348,328,327,
,,213,298,,,,274,,,,,348,328,327,
,,213,298,,,,275,,,,,348,328,327,
,,213,298,,,,275,,,,,349,329,328,
,,213,298,,,,275,,,,,349,329,328,
,,213,298,,,,275,,,,,349,329,328,
,,213,298,,,,275,,,,,349,329,328,
,,213,298,,,,275,,,,,349,329,328,
,,214,298,,,,275,,,,,349,329,328,
,,214,299,,,,276,,,,,349,329,328,
,,214,299,,,,276,,,,,349,329,328,
,,214,299,,,,276,,,,,349,329,328,
,,214,299,,,,276,,,,,349,329,328,
,,214,299,,,,276,,,,,349,329,328,
,,214,299,,,,277,,,,,349,329,328,
,,214,299,,,,277,,,,,349,329,328,
,,214,299,,,,277,,,,,349,329,328,
,,214,299,,,,277,,,,,349,330,328,
,,214,299,,,,277,,,,,349,330,328,
,,214,299,,,,277,,,,,349,330,328,
,,214,299,,,,278,,,,,349,330,328,
,,214,299,,,,278,,,,,349,330,328,
,,214,299,,,,278,,,,,349,330,328,
,,215,299,,,,278,,,,,349,330,328,
,,215,299,,,,278,,,,,350,330,328,
,,215,299,,,,278,,,,,350,330,328,
,,215,299,,,,279,,,,,350,330,328,
,,215,299,,,,279,,,,,350,330,328,
,,215,299,,,,279,,,,,350,330,328,
,,216,299,,,,279,,,,,350,330,328,
,,216,299,,,,279,,,,,350,331,328,
,,216,299,,,,279,,,,,350,331,328,
,,216,299,,,,280,,,,,350,331,328,
,,216,299,,,,280,,,,,350,331,328,
,,216,299,,,,280,,,,,350,331,328,
,,216,299,,,,280,,,,,350,331,328,
,,216,300,,,,280,,,,,350,331,328,
,,216,300,,,,280,,,,,350,331,328,
,,216,300,,,,280,,,,,350,331,328,
,,217,300,,,,280,,,,,351,331,328,
,,217,300,,,,281,,,,,351,331,328,
,,217,300,,,,281,,,,,351,331,328,
,,217,300,,,,281,,,,,351,331,328,
,,217,300,,,,281,,,,,351,331,328,
,,217,300,,,,281,,,,,351,332,328,
,,218,300,,,,281,,,,,351,332,328,
,,218,300,,,,281,,,,,351,332,328,
,,218,300,,,,281,,,,,351,332,328,
,,218,300,,,,281,,,,,351,332,328,
,,218,300,,,,282,,,,,351,332,328,
,,218,300,,,,282,,,,,352,332,328,
,,218,300,,,,282,,,,,352,332,328,
,,219,300,,,,282,,,,,352,332,328,
,,219,300,,,,282,,,,,352,332,328,
,,219,300,,,,282,,,,,352,332,328,
,,219,300,,,,282,,,,,352,332,328,
,,219,301,,,,282,,,,,352,332,328,
,,219,301,,,,282,,,,,352,332,328,
,,219,301,,,,282,,,,,352,332,328,
,,219,301,,,,282,,,,,353,333,328,
,,219,301,,,,283,,,,,353,333,328,
,,219,301,,,,283,,,,,353,333,328,
,,219,301,,,,283,,,,,353,333,328,
,,220,301,,,,283,,,,,353,333,328,
,,220,301,,,,283,,,,,353,333,328,
,,220,301,,,,284,,,,,353,333,328,
,,220,301,,,,284,,,,,353,333,328,
,,220,301,,,,284,,,,,353,333,328,
,,220,301,,,,284,,,,,354,333,328,
,,220,301,,,,284,,,,,354,333,328,
,,221,301,,,,285,,,,,354,333,328,
,,221,301,,,,285,,,,,354,333,328,
,,221,301,,,,285,,,,,354,333,328,
,,221,301,,,,285,,,,,354,333,328,
,,221,301,,,,285,,,,,354,333,328,
,,221,301,,,,286,,,,,354,333,328,
,,221,301,,,,286,,,,,354,334,328,
,,222,301,,,,286,,,,,354,334,328,
,,222,302,,,,286,,,,,354,334,328,
,,222,302,,,,286,,,,,354,334,328,
,,222,302,,,,286,,,,,354,334,328,
,,222,302,,,,287,,,,,354,334,328,
,,223,302,,,,287,,,,,354,334,328,
,,223,302,,,,287,,,,,354,334,328,
,,223,302,,,,287,,,,,354,334,328,
,,223,302,,,,287,,,,,355,334,328,
,,223,302,,,,287,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,288,,,,,355,334,328,
,,224,302,,,,289,,,,,355,334,328,
,,224,302,,,,289,,,,,355,334,328,
,,224,302,,,,289,,,,,355,335,328,
,,224,303,,,,289,,,,,356,335,328,
,,225,303,,,,289,,,,,356,335,328,
,,225,303,,,,289,,,,,356,335,328,
,,225,303,,,,289,,,,,356,335,328,
,,225,303,,,,289,,,,,356,335,328,
,,225,303,,,,290,,,,,356,335,328,
,,225,303,,,,290,,,,,356,335,328,
,,225,303,,,,290,,,,,356,335,328,
,,225,303,,,,290,,,,,356,335,328,
,,225,303,,,,290,,,,,356,335,328,
,,226,303,,,,291,,,,,356,335,328,
,,226,303,,,,291,,,,,357,335,328,
,,226,303,,,,291,,,,,357,335,328,
,,226,303,,,,291,,,,,357,336,328,
,,226,303,,,,291,,,,,357,336,328,
,,226,303,,,,291,,,,,357,336,328,
,,226,303,,,,292,,,,,357,336,328,
,,226,303,,,,292,,,,,357,336,328,
,,226,303,,,,292,,,,,357,336,328,
,,226,303,,,,292,,,,,357,336,329,
,,226,303,,,,292,,,,,357,336,329,
,,226,303,,,,293,,,,,357,336,329,
,,226,304,,,,293,,,,,357,336,329,
,,226,304,,,,293,,,,,357,336,329,
,,226,304,,,,293,,,,,357,336,330,
,,227,304,,,,293,,,,,357,336,330,
,,227,304,,,,294,,,,,358,336,330,
,,227,304,,,,294,,,,,358,337,330,
,,227,304,,,,294,,,,,358,337,330,
,,227,304,,,,294,,,,,358,337,330,
,,227,304,,,,294,,,,,359,337,330,
,,227,304,,,,295,,,,,360,337,330,
,,227,304,,,,295,,,,,360,337,331,
,,227,304,,,,295,,,,,360,337,331,
,,227,304,,,,295,,,,,360,337,331,
,,227,304,,,,295,,,,,360,337,331,
,,228,304,,,,295,,,,,361,337,331,
,,228,304,,,,295,,,,,361,337,331,
,,228,304,,,,295,,,,,361,337,331,
,,228,304,,,,296,,,,,361,337,331,
,,228,304,,,,296,,,,,361,337,332,
,,228,304,,,,296,,,,,361,337,332,
,,228,305,,,,296,,,,,361,337,332,
,,228,305,,,,296,,,,,361,337,332,
,,228,305,,,,296,,,,,361,338,332,
,,228,305,,,,296,,,,,361,338,332,
,,228,305,,,,297,,,,,361,338,332,
,,229,305,,,,297,,,,,361,338,332,
,,229,305,,,,297,,,,,362,338,336,
,,229,305,,,,297,,,,,362,338,336,
,,229,305,,,,297,,,,,362,338,336,
,,229,305,,,,297,,,,,362,338,336,
,,229,305,,,,297,,,,,362,338,336,
,,230,305,,,,297,,,,,362,338,336,
,,230,305,,,,297,,,,,362,338,336,
,,230,306,,,,297,,,,,362,338,336,
,,230,306,,,,298,,,,,362,338,339,
,,230,306,,,,298,,,,,362,338,339,
,,231,306,,,,298,,,,,362,338,339,
,,231,306,,,,298,,,,,363,338,339,
,,231,306,,,,298,,,,,363,338,339,
,,231,306,,,,298,,,,,363,339,339,
,,231,306,,,,298,,,,,363,339,339,
,,231,306,,,,299,,,,,363,339,339,
,,231,306,,,,299,,,,,363,339,339,
,,231,306,,,,299,,,,,363,339,339,
,,231,306,,,,299,,,,,363,339,339,
,,232,306,,,,299,,,,,363,339,339,
,,232,306,,,,299,,,,,364,339,339,
,,232,306,,,,299,,,,,364,339,339,
,,232,306,,,,300,,,,,364,339,339,
,,232,306,,,,300,,,,,364,339,339,
,,232,307,,,,300,,,,,364,339,339,
,,233,307,,,,300,,,,,364,339,339,
,,233,307,,,,300,,,,,364,339,339,
,,233,307,,,,301,,,,,364,339,339,
,,233,307,,,,301,,,,,365,340,339,
,,233,307,,,,301,,,,,365,340,339,
,,233,307,,,,301,,,,,365,340,339,
,,233,307,,,,301,,,,,365,340,339,
,,234,307,,,,301,,,,,365,340,339,
,,234,307,,,,302,,,,,365,340,341,
,,234,307,,,,302,,,,,366,340,341,
,,234,308,,,,302,,,,,366,340,341,
,,234,308,,,,302,,,,,,340,341,
,,234,308,,,,302,,,,,,340,341,
,,234,308,,,,302,,,,,,340,341,
,,235,308,,,,303,,,,,,340,341,
,,235,308,,,,303,,,,,,340,341,
,,235,308,,,,303,,,,,,341,342,
,,235,308,,,,303,,,,,,341,342,
,,235,308,,,,303,,,,,,341,342,
,,235,308,,,,303,,,,,,341,342,
,,235,308,,,,303,,,,,,341,342,
,,235,308,,,,303,,,,,,341,,
,,236,308,,,,303,,,,,,341,,
,,236,308,,,,303,,,,,,341,,
,,236,308,,,,304,,,,,,341,,
,,236,309,,,,304,,,,,,341,,
,,236,309,,,,304,,,,,,341,,
,,237,309,,,,304,,,,,,341,,
,,237,309,,,,304,,,,,,341,,
,,237,309,,,,305,,,,,,341,,
,,237,309,,,,305,,,,,,341,,
,,237,309,,,,305,,,,,,341,,
,,237,309,,,,305,,,,,,342,,
,,237,309,,,,305,,,,,,342,,
,,237,309,,,,306,,,,,,342,,
,,238,309,,,,306,,,,,,342,,
,,238,309,,,,306,,,,,,342,,
,,238,309,,,,306,,,,,,342,,
,,238,309,,,,306,,,,,,342,,
,,238,309,,,,306,,,,,,342,,
,,238,310,,,,307,,,,,,342,,
,,238,310,,,,307,,,,,,342,,
,,238,310,,,,307,,,,,,342,,
,,238,310,,,,307,,,,,,343,,
,,239,310,,,,307,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,239,310,,,,308,,,,,,343,,
,,240,310,,,,308,,,,,,343,,
,,240,311,,,,308,,,,,,343,,
,,240,311,,,,308,,,,,,343,,
,,240,311,,,,309,,,,,,343,,
,,240,311,,,,309,,,,,,344,,
,,240,311,,,,309,,,,,,344,,
,,240,311,,,,309,,,,,,344,,
,,240,311,,,,309,,,,,,344,,
,,240,311,,,,309,,,,,,344,,
,,240,312,,,,309,,,,,,344,,
,,240,312,,,,310,,,,,,344,,
,,240,312,,,,310,,,,,,344,,
,,241,312,,,,310,,,,,,344,,
,,241,312,,,,310,,,,,,344,,
,,241,312,,,,310,,,,,,345,,
,,241,312,,,,310,,,,,,345,,
,,241,313,,,,310,,,,,,345,,
,,241,313,,,,310,,,,,,345,,
,,241,313,,,,310,,,,,,345,,
,,241,313,,,,310,,,,,,345,,
,,241,313,,,,311,,,,,,345,,
,,241,314,,,,311,,,,,,345,,
,,242,314,,,,311,,,,,,345,,
,,242,314,,,,311,,,,,,345,,
,,242,314,,,,311,,,,,,345,,
,,242,315,,,,311,,,,,,346,,
,,242,315,,,,312,,,,,,346,,
,,242,316,,,,312,,,,,,346,,
,,242,316,,,,312,,,,,,346,,
,,242,316,,,,312,,,,,,346,,
,,243,316,,,,312,,,,,,346,,
,,243,316,,,,312,,,,,,346,,
,,243,316,,,,313,,,,,,346,,
,,243,316,,,,313,,,,,,346,,
,,243,317,,,,313,,,,,,346,,
,,243,317,,,,313,,,,,,347,,
,,244,317,,,,314,,,,,,347,,
,,244,318,,,,314,,,,,,347,,
,,244,318,,,,314,,,,,,347,,
,,244,319,,,,314,,,,,,347,,
,,244,319,,,,315,,,,,,347,,
,,244,320,,,,315,,,,,,347,,
,,244,320,,,,316,,,,,,347,,
,,244,320,,,,316,,,,,,347,,
,,245,320,,,,316,,,,,,347,,
,,245,321,,,,316,,,,,,347,,
,,245,321,,,,316,,,,,,348,,
,,245,322,,,,317,,,,,,348,,
,,245,322,,,,317,,,,,,348,,
,,245,323,,,,317,,,,,,348,,
,,245,324,,,,317,,,,,,348,,
,,246,324,,,,317,,,,,,348,,
,,246,325,,,,318,,,,,,348,,
,,246,326,,,,318,,,,,,348,,
,,246,327,,,,318,,,,,,348,,
,,246,328,,,,318,,,,,,349,,
,,246,332,,,,319,,,,,,349,,
,,246,332,,,,319,,,,,,349,,
,,246,333,,,,319,,,,,,349,,
,,246,334,,,,319,,,,,,349,,
,,246,335,,,,320,,,,,,349,,
,,246,336,,,,320,,,,,,349,,
,,246,342,,,,320,,,,,,349,,
,,246,,,,,320,,,,,,349,,
,,247,,,,,320,,,,,,349,,
,,247,,,,,321,,,,,,349,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,321,,,,,,350,,
,,247,,,,,322,,,,,,350,,
,,247,,,,,322,,,,,,350,,
,,248,,,,,322,,,,,,350,,
,,248,,,,,323,,,,,,351,,
,,248,,,,,323,,,,,,351,,
,,248,,,,,323,,,,,,351,,
,,248,,,,,323,,,,,,351,,
,,248,,,,,324,,,,,,351,,
,,249,,,,,324,,,,,,351,,
,,249,,,,,324,,,,,,351,,
,,249,,,,,324,,,,,,351,,
,,249,,,,,324,,,,,,352,,
,,249,,,,,324,,,,,,352,,
,,249,,,,,324,,,,,,352,,
,,250,,,,,325,,,,,,352,,
,,250,,,,,325,,,,,,352,,
,,250,,,,,325,,,,,,352,,
,,250,,,,,325,,,,,,352,,
,,251,,,,,325,,,,,,352,,
,,251,,,,,326,,,,,,353,,
,,251,,,,,326,,,,,,353,,
,,251,,,,,326,,,,,,353,,
,,251,,,,,326,,,,,,353,,
,,252,,,,,326,,,,,,353,,
,,252,,,,,327,,,,,,353,,
,,252,,,,,327,,,,,,353,,
,,252,,,,,327,,,,,,353,,
,,252,,,,,328,,,,,,354,,
,,252,,,,,328,,,,,,354,,
,,253,,,,,328,,,,,,354,,
,,253,,,,,328,,,,,,354,,
,,253,,,,,329,,,,,,354,,
,,253,,,,,329,,,,,,354,,
,,253,,,,,329,,,,,,354,,
,,253,,,,,329,,,,,,354,,
,,253,,,,,330,,,,,,354,,
,,254,,,,,331,,,,,,355,,
,,254,,,,,331,,,,,,355,,
,,254,,,,,331,,,,,,355,,
,,254,,,,,331,,,,,,355,,
,,254,,,,,331,,,,,,355,,
,,255,,,,,332,,,,,,356,,
,,255,,,,,332,,,,,,356,,
,,255,,,,,333,,,,,,356,,
,,255,,,,,333,,,,,,356,,
,,255,,,,,333,,,,,,356,,
,,256,,,,,334,,,,,,356,,
,,256,,,,,334,,,,,,356,,
,,256,,,,,334,,,,,,357,,
,,257,,,,,335,,,,,,357,,
,,257,,,,,335,,,,,,357,,
,,257,,,,,336,,,,,,357,,
,,258,,,,,336,,,,,,357,,
,,258,,,,,337,,,,,,357,,
,,258,,,,,338,,,,,,357,,
,,259,,,,,338,,,,,,358,,
,,259,,,,,338,,,,,,358,,
,,259,,,,,339,,,,,,359,,
,,260,,,,,340,,,,,,360,,
,,260,,,,,340,,,,,,360,,
,,261,,,,,341,,,,,,360,,
,,261,,,,,342,,,,,,360,,
,,262,,,,,342,,,,,,361,,
,,263,,,,,343,,,,,,361,,
,,263,,,,,344,,,,,,361,,
,,264,,,,,344,,,,,,362,,
,,265,,,,,345,,,,,,362,,
,,265,,,,,345,,,,,,362,,
,,266,,,,,345,,,,,,362,,
,,267,,,,,345,,,,,,362,,
,,268,,,,,345,,,,,,363,,
,,268,,,,,345,,,,,,363,,
,,268,,,,,345,,,,,,363,,
,,268,,,,,346,,,,,,363,,
,,269,,,,,352,,,,,,363,,
,,271,,,,,353,,,,,,364,,
,,271,,,,,354,,,,,,364,,
,,272,,,,,355,,,,,,364,,
,,272,,,,,356,,,,,,364,,
,,272,,,,,357,,,,,,364,,
,,272,,,,,360,,,,,,364,,
,,272,,,,,,,,,,,364,,
,,272,,,,,,,,,,,365,,
,,272,,,,,,,,,,,365,,
,,279,,,,,,,,,,,365,,
,,279,,,,,,,,,,,365,,
,,279,,,,,,,,,,,366,,
,,279,,,,,,,,,,,,,
,,279,,,,,,,,,,,,,
